date,quantity
201501,16
201502,3
201503,2
201504,1
201505,2
201508,2
201509,3
201511,4
201512,2
201601,1
201602,1
201603,2
201606,1
201609,1
201612,3
201706,4
201707,7
201708,1
201803,1
201804,1
201807,4
201906,2
201908,2
201910,2
