date,quantity
201502,6
201503,12
201506,42
201508,12
201509,6
201606,6
201609,6
201610,12
201701,6
201702,6
201704,6
201705,6
201707,6
201708,30
201709,12
201710,12
201712,36
201801,12
201803,18
201804,6
201805,30
201806,30
201807,6
201808,42
201809,360
201810,360
201812,12
201901,6
201904,54
201906,6
201909,36
201910,144
201912,150
202001,48
