date,quantity
201503,150
201507,60
201510,36
201608,30
201611,66
201701,6
201708,60
201709,102
201710,60
201711,30
201802,60
201804,96
201805,84
201806,84
201807,90
201808,744
201809,24
201810,18
201811,6
201812,18
201901,24
201902,24
201903,624
201904,90
201905,192
201906,30
201907,78
201908,24
201909,102
201910,66
201911,102
201912,510
202001,36
202002,96
