date,quantity
201501,34
201502,258
201505,9
201506,11
201508,5
201509,85
201510,6
201601,6
201602,46
201604,12
201608,10
201609,30
201610,3
201611,6
201612,12
201701,26
201702,12
201708,3
201709,82
201801,13
201802,12
201805,1
201807,12
201809,12
201811,12
201901,12
201902,10
201904,3
201907,11
201908,12
201909,36
201910,10
201911,6
201912,16
202001,88
202002,10
