date,quantity
201703,930
201704,2460
201705,1530
201706,1860
201707,1530
201708,1530
201709,3060
201710,2460
201711,1530
201712,3390
201801,2130
201802,3390
201804,1830
201805,2760
201806,2472
201807,2460
201808,2760
201809,2760
201810,1530
201811,2760
201812,3930
201901,1860
201902,1860
201903,930
201904,2190
201905,2910
201906,2934
201907,1788
201908,3432
201909,2274
201910,2388
201911,5760
201912,2418
202001,3720
202002,1674
