date,quantity
201704,12
201707,24
201709,-24
201712,12
201801,12
201806,12
201808,24
201810,24
201811,60
201812,12
201901,24
201902,12
201904,24
201905,36
201907,12
201908,12
201911,36
201912,60
202001,48
202002,12
