date,quantity
201601,51
201602,0
201608,35
201609,142
201612,14
201701,62
201702,38
201709,141
201710,1
201711,5
201712,-1
201801,27
201802,34
201808,6
201809,123
201901,163
201902,-54
201908,99
201909,74
201910,-12
201911,-4
