date,quantity
201703,1140
201704,1200
201705,1140
201706,1140
201707,1140
201708,1140
201709,3000
201710,600
201711,1140
201712,1380
201801,2160
201802,1800
201803,1740
201804,1200
201805,1740
201806,1200
201807,1800
201808,1140
201809,2400
201810,600
201811,1200
201812,1740
201901,1800
201902,1716
201903,1200
201904,1200
201905,1776
201906,840
201907,1728
201908,1728
201909,1152
201910,840
201911,540
201912,900
202001,3360
202002,1200
