date,quantity
201801,2748
201802,300
201803,780
201804,852
201805,972
201806,948
201807,936
201808,1488
201809,984
201810,756
201811,792
201812,9564
201901,1788
201902,1440
201903,1800
201904,25500
201905,1596
201906,1656
201907,2040
201908,2160
201909,3708
201910,2524
201911,2940
201912,3804
