date,quantity
201508,12
201509,345
201510,6
201511,10
201512,15
201601,34
201602,13
201603,181
201606,10
201607,2
201608,2
201609,128
201611,4
201701,87
201702,-30
201707,8
201709,38
201710,20
201801,30
201802,19
201803,1
201804,10
201806,9
201808,38
201809,24
201812,18
201903,6
201904,5
201906,6
201908,3
201909,18
201910,8
201911,12
202001,16
