date,quantity
201706,48
201709,24
201711,12
201712,24
201801,36
201802,24
201803,12
201804,12
201806,12
201808,36
201810,24
201811,12
201812,12
201902,36
201903,24
201904,12
201905,36
201906,12
201907,24
201908,24
201909,24
201910,12
201912,24
202002,48
