date,quantity
201701,1472
201702,-205
201703,274
201707,3
201708,3
201709,387
201710,-1
201711,53
201712,10
201801,495
201802,402
201803,20
201804,35
201805,5
201806,112
201807,60
201808,32
201809,379
201810,-7
201811,2
201812,10
201901,1279
201902,-9
201903,55
201904,1
201905,14
201906,3
201907,15
201908,639
201909,393
201910,30
201911,5
201912,10
202001,3120
202002,-10
