date,quantity
201611,24
201612,416
201701,24
201704,39
201705,13
201706,276
201707,24
201711,24
201712,72
201801,24
201802,12
201803,13
201804,12
201806,-48
201808,14
201811,42
201812,24
201901,1152
201902,160
201903,96
201904,132
201905,168
201907,204
201908,72
201909,168
201910,240
201911,108
201912,120
202001,288
202002,300
