title,grade,genre,people,genre2
애자,8.75,"드라마, 코미디",1901731,코미디
앨리스 원더랜드에서 온 소년,8.28,"판타지, 공포",9323,판타지
어깨동무,8.04,코미디,119884,코미디
어린 신부,7.85,"멜로/로맨스, 코미디",991674,로맨틱코미디
여고괴담,0,공포,"621,032",공포
여고괴담 두번째 이야기,9.57,공포,"148,151",공포
여고괴담 3 - 여우 계단,6.7,"공포, 스릴러","1,784,479","공포, 스릴러"
여고괴담 4 - 목소리,5.11,"공포, 스릴러",397327,"공포, 스릴러"
여고생 시집가기,3.15,코미디,57943,코미디
여곡성,5,"공포, 미스터리",67368,공포
여배우들,6.81,드라마,513405,드라마
여선생 VS 여제자,7.98,"코미디, 드라마",846683,코미디
여자들,6.24,"액션, 코미디","2,861",액션
여중생A,7.39,드라마,97986,드라마
역린,7.43,드라마,3849700,드라마
연가시,7.18,"드라마, 모험",4516063,드라마
연애의 목적,8.14,"멜로/로맨스, 드라마",1524898,멜로/로맨스
연애의 온도,8,멜로/로맨스,1865354,멜로/로맨스
연평해전,9.14,드라마,6045049,드라마
연풍연가,8.58,"멜로/로맨스, 드라마","92,574",멜로/로맨스
열정같은소리하고있네,7.96,드라마,654407,드라마
열한번째 엄마,7.95,드라마,337700,드라마
열한시,6.44,스릴러,870785,스릴러
염력,6.19,코미디,990111,코미디
엽기적인 그녀,5.55,"멜로/로맨스, 코미디",77118,로맨틱코미디
엽기적인 그녀 2,5.55,"멜로/로맨스, 코미디",77118,로맨틱코미디
예의없는 것들,7.3,"코미디, 액션, 느와르",782907,코미디
오감도,2.78,멜로/로맨스,438808,멜로/로맨스
오늘의 연애,7.78,"멜로/로맨스, 코미디",1892125,로맨틱코미디
오발탄,8.53,드라마,"2,894",드라마
오빠생각,8.5,"드라마, 전쟁",1069962,전쟁
오! 브라더스,8.22,코미디,"3,148,748",코미디
오! 수정,6.98,"드라마, 멜로/로맨스","90,257",멜로/로맨스
오! 해피데이,6.53,"코미디, 멜로/로맨스","1,073,230",로맨틱코미디
오로라 공주,8.15,"범죄, 스릴러",830538,범죄
오싹한 연애,8.54,"멜로/로맨스, 공포",3009406,멜로/로맨스
옥자,8.77,"모험, 액션, 드라마",322663,모험
올가미,8.53,스릴러,"141,717",스릴러
올드마린보이,8.89,다큐멘터리,10820,다큐멘터리
올드보이,10,"드라마, 미스터리","3,269,000",미스터리
와니와준하,8.62,"멜로/로맨스, 드라마","101,879",멜로/로맨스
와이키키 브라더스,9.5,드라마,"88,214",드라마
와일드 카드,8.89,"액션, 스릴러, 범죄","1,571,931",액션
완득이,8.78,드라마,5311353,드라마
완벽한 파트너,6.88,코미디,90370,코미디
왕의 남자,9.03,드라마,10513976,드라마
용가리,6.03,"모험, 액션, 판타지","317,306",모험
용서받지 못한 자,9.09,드라마,10790,드라마
용의자,8.27,"액션, 드라마",4131963,액션
용의자X,7.65,미스터리,1552055,미스터리
우는 남자,6.79,"액션, 드라마",603093,액션
우뢰매,9.15,액션,"5,527",액션
우리들,9.21,드라마,50625,드라마
우리들의 일그러진 영웅,9.3,드라마,"32,359",드라마
우리들의 행복한 시간,8.7,드라마,2472160,드라마
우리 생애 최고의 순간,8.58,드라마,4018872,드라마
우리에게 내일은 없다,7.97,"범죄, 드라마","3,500",범죄
우리 이웃의 범죄,6.85,"범죄, 드라마",4213,범죄
우리 형,8.39,드라마,1778607,드라마
우아한 거짓말,8.23,드라마,1619983,드라마
우아한 세계,8.34,"범죄, 느와르, 액션",960658,범죄
우주의 크리스마스,7.88,"드라마, 판타지",2132,판타지
울학교 이티,8.99,"코미디, 드라마",652178,코미디
워낭소리,8.67,"다큐멘터리, 가족",2934883,다큐멘터리
원스 어폰 어 타임,7.99,"코미디, 액션",1544486,코미디
웨딩드레스,9.09,드라마,143458,드라마
웰컴 투 동막골,8.89,"드라마, 전쟁",6436900,전쟁
위대한 소원,8.2,"코미디, 드라마",308457,코미디
위대한 유산,7.75,"멜로/로맨스, 코미디","2,251,491",로맨틱코미디
유감스러운 도시,5.97,"액션, 범죄, 코미디",1532632,액션
유리정원,8.22,"미스터리, 드라마",22752,미스터리
육체의 약속,7.79,멜로/로맨스,"69,522",멜로/로맨스
육혈포 강도단,7.56,"범죄, 코미디",1214237,범죄
은교,7.07,멜로/로맨스,1346511,멜로/로맨스
은밀하게 위대하게,7.12,"액션, 드라마, 코미디",6959083,액션
은하해방전선,8.88,"코미디, 멜로/로맨스",5228,로맨틱코미디
은행나무 침대,7.81,"드라마, 멜로/로맨스","452,580",멜로/로맨스
의뢰인,8.07,"드라마, 스릴러",2393103,스릴러
의형제,8.86,"액션, 드라마",5416923,액션
이것이 우리의 끝이다,7.48,드라마,2926,드라마
이끼,7.09,"드라마, 범죄",3350311,범죄
이리,5.13,드라마,2241,드라마
이별계약,8.33,"드라마, 멜로/로맨스",18343,멜로/로맨스
이웃사람,7.52,스릴러,2434435,스릴러
이웃집 좀비,5.72,"공포, 코미디, 드라마",2807,공포
이장과 군수,7.17,코미디,1179661,코미디
이중간첩,7.8,"드라마, 스릴러, 범죄","1,025,928",스릴러
이층의 악당,8.05,"코미디, 범죄",596864,코미디
이태원 살인 사건,5.9,"미스터리, 범죄",531023,미스터리
인디안 썸머,8.32,멜로/로맨스,"388,865",멜로/로맨스
인류멸망보고서,4.85,"SF, 판타지",97916,SF
인정사정 볼 것 없다,8.59,"드라마, 액션","664,861",액션
인천상륙작전,8.55,"전쟁, 드라마",7051237,전쟁
인사동 스캔들,7.99,"범죄, 액션, 드라마",1187684,범죄
임금님의 사건수첩,8.05,"코미디, 모험, 액션",1635003,코미디
일대일,6.76,드라마,10142,드라마
일진,4.73,액션,224,액션
자녀목,7.36,드라마,"27,761",드라마
자백,9.6,다큐멘터리,144372,다큐멘터리
자카르타,7,"범죄, 드라마, 코미디","299,824",범죄
자칼이 온다,6.3,"코미디, 드라마",210278,코미디
작전,8.61,"범죄, 스릴러, 코미디",1517096,범죄
잘 살아보세,5.52,"코미디, 드라마",236799,코미디
잘 알지도 못하면서,7.8,드라마,39984,드라마
잠복근무,7.52,"코미디, 액션",1533225,코미디
장군의 아들,8.69,"액션, 드라마","678,946",액션
"장화, 홍련",10,"공포, 스릴러","3,146,217","공포, 스릴러"
재밌는 영화,6.66,코미디,"376,085",코미디
재심,8.7,드라마,2421197,드라마
적도의 꽃,7.09,"드라마, 멜로/로맨스","155,042",멜로/로맨스
전국 노래자랑,8,코미디,978413,코미디
전설의 고향,4.52,공포,352518,공포
전설의 주먹,7.57,"액션, 드라마",1744585,액션
전우치,8.19,"액션, 코미디, 모험",6065474,액션
접속,9,"멜로/로맨스, 드라마","674,933",멜로/로맨스
젓가락,3.7,코미디,480,코미디
정글쥬스,6.34,"코미디, 모험","286,270",코미디
"제니, 주노",3.62,"코미디, 드라마",216516,코미디
제보자,8.31,드라마,1755181,드라마
제5의 사나이,6.07,드라마,"32,201",드라마
젝스키스 에이틴,9.04,다큐멘터리,50419,다큐멘터리
조선마술사,6.87,드라마,627586,드라마
조선명탐정: 각시투구꽃의 비밀,8.12,"코미디, 미스터리",4786259,코미디
조선명탐정: 사라진 놉의 딸,8.07,"코미디, 모험",3872015,코미디
조선명탐정: 흡혈괴마의 비밀,7.52,"모험, 코미디",2444145,모험
조선미녀삼총사,5.65,"코미디, 액션, 드라마",480361,코미디
조용한 가족,7.95,"코미디, 스릴러, 범죄","343,946",코미디
조작된 도시,8.56,"액션, 범죄",2515590,액션
조폭 마누라,6.29,"코미디, 액션","1,419,972",코미디
족보,8.2,드라마,403,드라마
족구왕,8.96,"드라마, 코미디",47580,코미디
"좋은 놈, 나쁜 놈, 이상한 놈",7.74,"액션, 코미디, 모험",6686075,액션
주먹이 운다,8.9,"드라마, 액션",1462972,액션
주유소 습격사건,8.3,"코미디, 범죄, 액션","2,310,000",코미디
주홍글씨,5.45,"스릴러, 멜로/로맨스",1030623,스릴러
죽거나 혹은 나쁘거나,8.5,"드라마, 액션","60,978",액션
죽여주는 여자,8.44,드라마,121452,드라마
죽음보다 깊은 잠,8.11,"드라마, 멜로/로맨스","248,603",멜로/로맨스
중독노래방,7.3,"미스터리, 판타지",8916,미스터리
중천,5.61,"판타지, 액션, 드라마",1421412,판타지
즐거운 인생,9.14,코미디,1202719,코미디
증발(영화),7.5,"범죄, 미스터리","22,953",미스터리
지구를 지켜라,8.86,"SF, 스릴러","73,132",SF
지금은맞고그때는틀리다,8.43,드라마,80734,드라마
지금 만나러 갑니다,8.98,멜로/로맨스,2602273,멜로/로맨스
지슬: 끝나지 않은 세월 2,9.2,드라마,145398,드라마
직지코드,8.57,다큐멘터리,10639,다큐멘터리
집으로...,10,"드라마, 가족","1,576,943",드라마
집으로 가는 길,8.82,드라마,1854711,드라마
집행자,7.5,드라마,393019,드라마
짝패,7.93,액션,1021638,액션
짱,7.42,"드라마, 코미디","51,247",코미디
찌라시: 위험한 소문,7.55,"드라마, 범죄",1221420,범죄
찍히면 죽는다,4.04,"공포, 스릴러","30,130","공포, 스릴러"
차우,7.58,"모험, 스릴러, 공포",1778843,모험
차이나 타운,7.58,"범죄, 드라마",1472147,범죄
차형사,7.45,코미디,1346754,코미디
창공으로,6.9,드라마,25,드라마
챔피언(영화),7.47,드라마,1128784,드라마
챔피언 마빡이,7.2,"코미디, 가족",6825,코미디
천국의 우편배달부,8.61,"판타지, 멜로/로맨스",95060,판타지
천군,7.24,"SF, 코미디, 액션",933147,SF
천안함 프로젝트,4.35,다큐멘터리,21321,다큐멘터리
천하장사 마돈나,8.13,"코미디, 드라마",575381,코미디
철암계곡의 혈투,6.06,액션,1002,액션
청년경찰,9.03,액션,5653444,액션
청담보살,6.03,코미디,1308810,코미디
청연,7.59,드라마,496061,드라마
체포왕,7.72,코미디,870887,코미디
초능력자,6.69,"SF, 스릴러, 액션",2130645,SF
초록물고기,8.81,"드라마, 느와르","163,655",느와르
초인,8.44,멜로/로맨스,6811,멜로/로맨스
최강 로맨스,7.11,"코미디, 멜로/로맨스",1190703,로맨틱코미디
최악의 하루,8.48,멜로/로맨스,81304,멜로/로맨스
최종병기 활,7.87,"액션, 전쟁",7482180,액션
최후의 증인,8.87,"전쟁, 미스터리","7,424",전쟁
추격자,9.09,"범죄, 스릴러, 액션",5046096,범죄
춘몽,8.52,가족,14736,가족
춘향뎐,7.16,"드라마, 멜로/로맨스","110,358",멜로/로맨스
출국,9.32,드라마,81880,드라마
치외법권,7.21,액션,346483,액션
친구,6.21,"느와르, 액션",2971475,느와르
친구2,6.21,"느와르, 액션",2971475,느와르
친절한 금자씨,7.47,"스릴러, 드라마",3122056,스릴러
카운트 다운,7.38,"액션, 드라마",471547,액션
카트,8.61,드라마,814676,드라마
카페 느와르,5.53,"드라마, 멜로/로맨스",7532,멜로/로맨스
코리아,8.55,드라마,1872682,드라마
쿼바디스,9.06,드라마,"20,731",드라마
퀵,7.86,액션,3125069,액션
크로싱,9.02,드라마,898000,드라마
클래식,9.79,"멜로/로맨스, 드라마","1,545,107",멜로/로맨스
클레멘타인,9.35,"액션, 드라마",3562,액션
키다리 아저씨,7.36,"드라마, 멜로/로맨스",440850,멜로/로맨스
킬리만자로,8.07,"드라마, 범죄, 액션","95,541",범죄
킬러들의 수다,8.28,"액션, 드라마, 코미디","871,125",액션
킹콩을 들다,9.23,드라마,1262858,드라마
타워,8.03,드라마,5181228,드라마
타짜,6.81,"범죄, 드라마",2229281,범죄
타짜: 신의 손,7.76,드라마,4015364,드라마
타짜: 원 아이드 잭,6.81,"범죄, 드라마",2229281,범죄
타투,4.3,스릴러,12103,스릴러
탐정: 더 비기닝,8.62,"코미디, 범죄",2625686,코미디
탐정: 리턴즈,8.99,"코미디, 범죄",3152895,코미디
탐정 홍길동: 사라진 마을,8.24,"드라마, 액션",1430960,액션
터널,8.63,드라마,7120780,드라마
터널 3D,5.93,"공포, 스릴러",81008,"공포, 스릴러"
태극기 휘날리며,9.19,"전쟁, 드라마, 액션",11746135,전쟁
태백산맥,7.66,"전쟁, 드라마","227,813",전쟁
택시운전사,9.28,"드라마, 가족",12189654,드라마
톱스타,7.38,드라마,175153,드라마
퇴마록,2.99,"미스터리, 액션","419,201",미스터리
투 가이즈,7.8,코미디,568230,코미디
투명인간,7.29,"드라마, 공포, SF",969,공포
투캅스,7.86,"코미디, 범죄","860,433",코미디
투혼,7.93,드라마,210970,드라마
튜브,8,액션,"467,570",액션
트럭,6.91,"스릴러, 범죄",550195,스릴러
트릭,6.4,"드라마, 서스펜스",38129,서스펜스
트윈스터즈,9.15,"다큐멘터리, 가족",15153,다큐멘터리
특별수사: 사형수의 편지,8.54,"범죄, 드라마",1243065,범죄
특별시민,7.74,드라마,1362634,드라마
특종: 량첸살인기,7.97,스릴러,616608,스릴러
티끌모아 로맨스,7.52,"멜로/로맨스, 코미디",424002,로맨틱코미디
타클라마칸,6.72,범죄,840,범죄
파괴된 사나이(영화),7.71,"스릴러, 드라마",1012310,스릴러
파란나비효과,9.5,다큐멘터리,5259,다큐멘터리
파송송 계란탁,7.3,"코미디, 드라마",1003026,코미디
파수꾼(영화),9.5,드라마,26020,드라마
파울볼,9.34,다큐멘터리,31137,다큐멘터리
파이란,9.07,"멜로/로맨스, 드라마","222,711",멜로/로맨스
파파로티,8.28,드라마,1716438,드라마
파업전야,9,드라마,40,드라마
판도라,8.78,"드라마, 스릴러",4585116,스릴러
패션왕,6.79,"드라마, 코미디",594876,코미디
퍼펙트 게임,8.94,드라마,1507084,드라마
페이스메이커,8.83,드라마,467697,드라마
편지,8.42,"드라마, 멜로/로맨스","724,747",멜로/로맨스
평양성,7.77,"코미디, 전쟁",1717566,코미디
평화의 시대,4.85,"판타지, SF, 가족","23,824",판타지
포화속으로,8.23,"전쟁, 드라마",3330326,전쟁
폭력의 씨앗,8.55,드라마,1905,드라마
폭력써클,7.17,"액션, 드라마",24682,액션
폭풍전야,6.74,멜로/로맨스,51760,멜로/로맨스
표적,8.07,"액션, 드라마",2841884,액션
푸른소금,7.07,드라마,771699,드라마
품행제로,8.4,"코미디, 멜로/로맨스","1,694,637",로맨틱코미디
프리즌,8.25,"범죄, 액션",2931897,범죄
플란다스의 개,8.25,"드라마, 코미디","57,469",코미디
플랜맨,8.67,코미디,635744,코미디
피끓는 청춘,7.53,"코미디, 멜로/로맨스",1676040,로맨틱코미디
피도 눈물도 없이,7.91,"드라마, 액션, 느와르","225,038",액션
피아골,7.1,"전쟁, 드라마",734,전쟁
하루,7.69,스릴러,1129609,스릴러
하류인생,7.1,드라마,224856,드라마
하면 된다,7.65,코미디,"126,368",코미디
하모니,9.05,드라마,3018154,드라마
하울링,6.77,"범죄, 드라마",1612554,범죄
하이힐,7.75,"느와르, 액션",343487,느와르
하피,2.91,"공포, 코미디","26,591",공포
하하하,8.63,"드라마, 코미디",57035,코미디
한공주,8.57,드라마,225839,드라마
한반도,6.36,"드라마, 액션, 스릴러",3331593,액션
할렐루야,8.32,코미디,"310,920",코미디
함정,6.59,"스릴러, 범죄",257996,스릴러
해가 서쪽에서 뜬다면,8.6,"드라마, 멜로/로맨스","145,752",멜로/로맨스
해무,7.25,드라마,1475091,드라마
해바라기,9.22,"액션, 드라마",1305024,액션
해빙,6.63,스릴러,1204623,스릴러
해안선,6.88,드라마,"123,633",드라마
해어화,8.23,드라마,485695,드라마
해운대,7.46,"모험, 드라마",11324958,모험
해적: 바다로 간 산적,8.51,"모험, 액션",8666208,모험
해피 엔드,8.25,스릴러,"730,000",스릴러
핸드폰,7.25,스릴러,622486,스릴러
행복,7.88,"드라마, 멜로/로맨스",1174495,멜로/로맨스
행복은 성적순이 아니잖아요,8.61,드라마,"155,321",드라마
허삼관,7.61,드라마,956103,드라마
허풍,5.45,"코미디, 판타지",656,코미디
헬로우 고스트,8.87,코미디,3019960,코미디
헬머니,7.52,코미디,523871,코미디
혈의 누,7.93,"범죄, 스릴러",1926681,범죄
"협녀, 칼의 기억",6.01,액션,431310,액션
협상,8.16,범죄,1967149,범죄
형,8.92,"코미디, 드라마",2982514,코미디
형사 DUELIST,8.5,"액션, 느와르",922680,느와르
호로비츠를 위하여,9.1,드라마,462623,드라마
혼숨,6.25,공포,288016,공포
홀리데이,8.67,"범죄, 드라마",1257399,범죄
화려한 휴가,7.5,드라마,6855433,드라마
화산고,7.04,"액션, 코미디, 판타지","586,576",액션
화이: 괴물을 삼킨 아이,7.83,"액션, 스릴러",2394487,스릴러
화차,9,미스터리,2436884,미스터리
환절기,8.6,드라마,6605,드라마
황산벌,7.54,"코미디, 전쟁","2,771,236",코미디
황제를 위하여,6.24,"액션, 느와르",591502,느와르
황진이,5.32,드라마,1191810,드라마
황해,7.89,"범죄, 스릴러",2260512,범죄
회사원,6.5,"액션, 드라마",1110523,액션
효자동 이발사,7.49,"드라마, 코미디",748380,코미디
후궁: 제왕의 첩,6.89,"멜로/로맨스, 드라마",2636385,멜로/로맨스
후아유,8.72,멜로/로맨스,"91,788",멜로/로맨스
희생부활자,6.62,"미스터리, 스릴러",323628,스릴러
히말라야,8.67,드라마,7759711,드라마
히어로,6.16,"드라마, 코미디",23841,코미디
B급 며느리,9.03,다큐멘터리,20085,다큐멘터리
B형 남자친구,4.88,"멜로/로맨스, 코미디",1174581,로맨틱코미디
GP506,7.04,미스터리,936945,미스터리
H,6.65,"미스터리, 스릴러","90,000",스릴러
M,5.95,"미스터리, 멜로/로맨스",428717,미스터리
O양의 아파트,10,드라마,"281,726",드라마
R2B: 리턴 투 베이스,7.5,"액션, 드라마",1201944,액션
S 다이어리,5.42,코미디,1098583,코미디
YMCA 야구단,7.16,"코미디, 드라마","560,000",코미디
