team,cp1,cp2,cp3,cp4,cp5,pl1,pl2,pl3,pl4,pl5,score,date,stage,title
Griffin,오른,그라가스,키아나,세나,탐 켄치,FIN Untara,FIN Tarzan,FIN Naehyun,FIN Viper,FIN Kabbie,0,2019.12.30,2019 케스파컵,8강 2R A조 1세트
SANDBOX Gaming,블라디미르,자르반 4세,라이즈,바루스,노틸러스,SBG Summit,SBG OnFleek,SBG Dove,SBG Leo,SBG GorillA,1,2019.12.30,2019 케스파컵,8강 2R A조 1세트
Griffin,피오라,리 신,럼블,세나,탐 켄치,FIN Untara,FIN Tarzan,FIN Naehyun,FIN Viper,FIN Kabbie,0,2019.12.30,2019 케스파컵,8강 2R A조 2세트
SANDBOX Gaming,아트록스,신 짜오,조이,신드라,노틸러스,SBG Summit,SBG OnFleek,SBG Dove,SBG Leo,SBG GorillA,1,2019.12.30,2019 케스파컵,8강 2R A조 2세트
Afreeca Freecs,루시안,키아나,신드라,진,탐 켄치,Afreeca Kiin,Afreeca Spirit,Afreeca Fly,Afreeca Mystic,Afreeca Jelly,1,2019.12.30,2019 케스파컵,8강 2R C조 1세트
Hanwha Life Esports,라이즈,리 신,노틸러스,바루스,세나,HLE CuVee,HLE Haru,HLE Tempt,HLE Lava,HLE Lehends,0,2019.12.30,2019 케스파컵,8강 2R C조 1세트
Afreeca Freecs,헤카림,엘리스,조이,바루스,브라움,Afreeca Kiin,Afreeca Dread,Afreeca Fly,Afreeca Mystic,Afreeca Jelly,0,2019.12.30,2019 케스파컵,8강 2R C조 2세트
Hanwha Life Esports,아트록스,키아나,럼블,미스 포츈,라칸,HLE CuVee,HLE Haru,HLE Tempt,HLE Lava,HLE Lehends,1,2019.12.30,2019 케스파컵,8강 2R C조 2세트
Afreeca Freecs,오른,키아나,오리아나,자야,라칸,Afreeca Kiin,Afreeca Spirit,Afreeca Fly,Afreeca Mystic,Afreeca Ben,1,2019.12.30,2019 케스파컵,8강 2R C조 3세트
Hanwha Life Esports,아트록스,엘리스,판테온,하이머딩거,유미,HLE CuVee,HLE Haru,HLE Tempt,HLE Lava,HLE Lehends,0,2019.12.30,2019 케스파컵,8강 2R C조 3세트
Gen.G Esports,럼블,렉사이,노틸러스,세나,탐 켄치,Gen G Rascal,Gen G Clid,Gen G BDD,Gen G Ruler,Gen G Life,0,2019.12.31,2019 케스파컵,8강 2R B조 1세트
SK Telecom T1,아트록스,엘리스,카시오페아,자야,라칸,SKT T1 Canna,SKT T1 Cuzz,SKT T1 Faker,SKT T1 Teddy,SKT T1 Effort,1,2019.12.31,2019 케스파컵,8강 2R B조 1세트
Gen.G Esports,모데카이저,렉사이,라이즈,세나,탐 켄치,Gen G Rascal,Gen G Clid,Gen G BDD,Gen G Ruler,Gen G Kellin,1,2019.12.31,2019 케스파컵,8강 2R B조 2세트
SK Telecom T1,카밀,엘리스,럼블,바루스,브라움,SKT T1 Canna,SKT T1 Cuzz,SKT T1 Faker,SKT T1 Teddy,SKT T1 Effort,0,2019.12.31,2019 케스파컵,8강 2R B조 2세트
Gen.G Esports,럼블,렉사이,르블랑,바루스,탐 켄치,Gen G Rascal,Gen G Clid,Gen G BDD,Gen G Ruler,Gen G Kellin,0,2019.12.31,2019 케스파컵,8강 2R B조 3세트
SK Telecom T1,아트록스,그라가스,리산드라,카이사,블리츠크랭크,SKT T1 Canna,SKT T1 Cuzz,SKT T1 Faker,SKT T1 Teddy,SKT T1 Effort,1,2019.12.31,2019 케스파컵,8강 2R B조 3세트
DAMWON Gaming,케넨,키아나,르블랑,미스 포츈,노틸러스,DWG Nuguri,DWG Canyon,DWG ShowMaker,DWG Nuclear,DWG BeryL,0,2019.12.31,2019 케스파컵,8강 2R D조 1세트
DragonX,아트록스,자르반 4세,럼블,바루스,탐 켄치,DRX Doran,DRX Pyosik,DRX Chovy,DRX Deft,DRX Keria,1,2019.12.31,2019 케스파컵,8강 2R D조 1세트
DAMWON Gaming,아칼리,렉사이,신드라,자야,레오나,DWG Nuguri,DWG Canyon,DWG ShowMaker,DWG Nuclear,DWG BeryL,0,2019.12.31,2019 케스파컵,8강 2R D조 2세트
DragonX,갱플랭크,엘리스,키아나,미스 포츈,노틸러스,DRX Doran,DRX Pyosik,DRX Chovy,DRX Deft,DRX Keria,1,2019.12.31,2019 케스파컵,8강 2R D조 2세트
SANDBOX Gaming,럼블,엘리스,키아나,미스 포츈,노틸러스,SBG Summit,SBG OnFleek,SBG Fate,SBG Leo,SBG GorillA,1,2020.01.03,2019 케스파컵,4강 1경기 1세트
SK Telecom T1,아트록스,그라가스,모데카이저,자야,라칸,SKT T1 Canna,SKT T1 Cuzz,SKT T1 Faker,SKT T1 Teddy,SKT T1 Kuri,0,2020.01.03,2019 케스파컵,4강 1경기 1세트
SANDBOX Gaming,아트록스,엘리스,키아나,바루스,탐 켄치,SBG Summit,SBG OnFleek,SBG Fate,SBG Leo,SBG GorillA,1,2020.01.03,2019 케스파컵,4강 1경기 2세트
SK Telecom T1,제이스,자르반 4세,오리아나,미스 포츈,노틸러스,SKT T1 Canna,SKT T1 Cuzz,SKT T1 Faker,SKT T1 Teddy,SKT T1 Effort,0,2020.01.03,2019 케스파컵,4강 1경기 2세트
SANDBOX Gaming,아트록스,세주아니,아지르,미스 포츈,노틸러스,SBG Summit,SBG OnFleek,SBG Dove,SBG Route,SBG GorillA,0,2020.01.03,2019 케스파컵,4강 1경기 3세트
SK Telecom T1,레넥톤,렉사이,모데카이저,자야,라칸,SKT T1 Roach,SKT T1 Cuzz,SKT T1 Faker,SKT T1 Teddy,SKT T1 Effort,1,2020.01.03,2019 케스파컵,4강 1경기 3세트
SANDBOX Gaming,퀸,올라프,오리아나,미스 포츈,레오나,SBG Summit,SBG OnFleek,SBG Dove,SBG Leo,SBG GorillA,1,2020.01.03,2019 케스파컵,4강 1경기 4세트
SK Telecom T1,판테온,엘리스,노틸러스,자야,라칸,SKT T1 Roach,SKT T1 Cuzz,SKT T1 Faker,SKT T1 Teddy,SKT T1 Effort,0,2020.01.03,2019 케스파컵,4강 1경기 4세트
Afreeca Freecs,레넥톤,엘리스,벨코즈,바루스,브라움,Afreeca Kiin,Afreeca Spirit,Afreeca Fly,Afreeca Mystic,Afreeca Jelly,1,2020.01.04,2019 케스파컵,4강 2경기 1세트
DragonX,모데카이저,자르반 4세,라이즈,자야,라칸,DRX Doran,DRX Pyosik,DRX Chovy,DRX Deft,DRX Keria,0,2020.01.04,2019 케스파컵,4강 2경기 1세트
Afreeca Freecs,케넨,올라프,오른,미스 포츈,브라움,AF Kiin,AF Spirit,AF Fly,AF Mystic,AF Jelly,1,2020.01.04,2019 케스파컵,4강 2경기 2세트
DragonX,블라디미르,리 신,럼블,바루스,쓰레쉬,DRX Doran,DRX Pyosik,DRX Chovy,DRX Deft,DRX Keria,0,2020.01.04,2019 케스파컵,4강 2경기 2세트
Afreeca Freecs,카밀,키아나,오리아나,미스 포츈,브라움,AF Kiin,AF Spirit,AF Fly,AF Mystic,AF Jelly,1,2020.01.04,2019 케스파컵,4강 2경기 3세트
DragonX,아트록스,리 신,피즈,바루스,쓰레쉬,DRX Doran,DRX Pyosik,DRX Chovy,DRX Deft,DRX Keria,0,2020.01.04,2019 케스파컵,4강 2경기 3세트
Afreeca Freecs,이렐리아,리 신,에코,바루스,브라움,AF Kiin,AF Spirit,AF Fly,AF Mystic,AF Jelly,1,2020.01.05,2019 케스파컵,결승전 1세트
SANDBOX Gaming,럼블,올라프,신드라,세나,탐 켄치,SB Summit,SB OnFleek,SB Dove,SB Route,SB Joker,0,2020.01.05,2019 케스파컵,결승전 1세트
Afreeca Freecs,케넨,키아나,오른,자야,라칸,AF Kiin,AF Spirit,AF Fly,AF Mystic,AF Jelly,1,2020.01.05,2019 케스파컵,결승전 2세트
SANDBOX Gaming,아트록스,리 신,블라디미르,바루스,탐 켄치,SB Summit,SB OnFleek,SB Dove,SB Leo,SB GorillA,0,2020.01.05,2019 케스파컵,결승전 2세트
Afreeca Freecs,헤카림,키아나,럼블,시비르,노틸러스,AF Kiin,AF Spirit,AF SSUN,AF Mystic,AF Jelly,1,2020.01.05,2019 케스파컵,결승전 3세트
SANDBOX Gaming,아트록스,올라프,오리아나,탐 켄치,바루스,SB Summit,SB OnFleek,SB Fate,SB Leo,SB GorillA,0,2020.01.05,2019 케스파컵,결승전 3세트
DAMWON Gaming,모데카이저,리 신,라이즈,아펠리오스,브라움,DWG Nuguri,DWG Canyon,DWG ShowMaker,DWG Nuclear,DWG Hoit,1,2020.02.05,2020 LoL 챔피언스 코리아 스프링 정규 시즌,1일차 1경기 1세트
T1,세트,그라가스,럼블,미스 포츈,레오나,T1 Roach,T1 Cuzz,T1 Faker,T1 Teddy,T1 Effort,0,2020.02.05,2020 LoL 챔피언스 코리아 스프링 정규 시즌,1일차 1경기 1세트
DAMWON Gaming,세트,리 신,오른,자야,라칸,DWG Nuguri,DWG Canyon,DWG ShowMaker,DWG Nuclear,DWG Hoit,0,2020.02.05,2020 LoL 챔피언스 코리아 스프링 정규 시즌,1일차 1경기 2세트
T1,나르,그라가스,르블랑,아펠리오스,레오나,T1 Roach,T1 Cuzz,T1 Faker,T1 Teddy,T1 Effort,1,2020.02.05,2020 LoL 챔피언스 코리아 스프링 정규 시즌,1일차 1경기 2세트
DAMWON Gaming,케일,리 신,오리아나,아펠리오스,쓰레쉬,DWG Nuguri,DWG Canyon,DWG ShowMaker,DWG Nuclear,DWG BeryL,0,2020.02.05,2020 LoL 챔피언스 코리아 스프링 정규 시즌,1일차 1경기 3세트
T1,세트,그라가스,트리스타나,미스 포츈,블리츠크랭크,T1 Roach,T1 Cuzz,T1 Faker,T1 Teddy,T1 Effort,1,2020.02.05,2020 LoL 챔피언스 코리아 스프링 정규 시즌,1일차 1경기 3세트
Gen.G eSports,모데카이저,리 신,신드라,미스 포츈,쓰레쉬,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Kellin,0,2020.02.05,2020 LoL 챔피언스 코리아 스프링 정규 시즌,1일차 2경기 1세트
kt Rolster,아트록스,자르반 4세,오른,아펠리오스,탐 켄치,KT SoHwan,KT Bono,KT Kuro,KT Aiming,KT TusiN,1,2020.02.05,2020 LoL 챔피언스 코리아 스프링 정규 시즌,1일차 2경기 1세트
Gen.G eSports,오른,리 신,조이,칼리스타,타릭,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Kellin,1,2020.02.05,2020 LoL 챔피언스 코리아 스프링 정규 시즌,1일차 2경기 2세트
kt Rolster,카밀,렉사이,럼블,미스 포츈,알리스타,KT SoHwan,KT Bono,KT Kuro,KT Aiming,KT TusiN,0,2020.02.05,2020 LoL 챔피언스 코리아 스프링 정규 시즌,1일차 2경기 2세트
Gen.G eSports,모데카이저,리 신,갈리오,미스 포츈,바드,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Kellin,1,2020.02.05,2020 LoL 챔피언스 코리아 스프링 정규 시즌,1일차 2경기 3세트
kt Rolster,세트,엘리스,럼블,이즈리얼,유미,KT SoHwan,KT Bono,KT Kuro,KT Aiming,KT TusiN,0,2020.02.05,2020 LoL 챔피언스 코리아 스프링 정규 시즌,1일차 2경기 3세트
APK Prince,모데카이저,자르반 4세,카시오페아,아펠리오스,노틸러스,APK ikssu,APK Flawless,APK Keine,APK HyBrid,APK Secret,0,2020.02.06,2020 LoL 챔피언스 코리아 스프링 정규 시즌,2일차 1경기 1세트
SANDBOX Gaming,세트,렉사이,조이,신드라,쓰레쉬,SB Summit,SB OnFleek,SB Dove,SB Leo,SB GorillA,1,2020.02.06,2020 LoL 챔피언스 코리아 스프링 정규 시즌,2일차 1경기 1세트
APK Prince,세트,리 신,빅토르,미스 포츈,레오나,APK ikssu,APK Flawless,APK Keine,APK HyBrid,APK Secret,0,2020.02.06,2020 LoL 챔피언스 코리아 스프링 정규 시즌,2일차 1경기 2세트
SANDBOX Gaming,레넥톤,렉사이,라이즈,아펠리오스,노틸러스,SB Summit,SB OnFleek,SB Dove,SB Leo,SB GorillA,1,2020.02.06,2020 LoL 챔피언스 코리아 스프링 정규 시즌,2일차 1경기 2세트
Afreeca Freecs,루시안,그라가스,판테온,아펠리오스,블리츠크랭크,AF Kiin,AF Spirit,AF Fly,AF SS,AF Jelly,1,2020.02.06,2020 LoL 챔피언스 코리아 스프링 정규 시즌,2일차 2경기 1세트
Griffin,오른,리 신,세트,세나,쓰레쉬,GRF Sword,GRF Tarzan,GRF Ucal,GRF Viper,GRF Irove,0,2020.02.06,2020 LoL 챔피언스 코리아 스프링 정규 시즌,2일차 2경기 1세트
Afreeca Freecs,케넨,자르반 4세,빅토르,애쉬,럼블,AF Kiin,AF Spirit,AF Fly,AF Mystic,AF Jelly,1,2020.02.06,2020 LoL 챔피언스 코리아 스프링 정규 시즌,2일차 2경기 2세트
Griffin,모데카이저,리 신,오른,아펠리오스,쓰레쉬,GRF Sword,GRF Tarzan,GRF Ucal,GRF Viper,GRF Irove,0,2020.02.06,2020 LoL 챔피언스 코리아 스프링 정규 시즌,2일차 2경기 2세트
Hanwha Life Esports,세트,다이애나,럼블,미스 포츈,쉔,HLE CuVee,HLE Haru,HLE Tempt,HLE Vsta,HLE Lehends,1,2020.02.07,2020 LoL 챔피언스 코리아 스프링 정규 시즌,3일차 1경기 1세트
T1,모데카이저,자르반 4세,아트록스,아펠리오스,레오나,T1 Roach,T1 Cuzz,T1 Faker,T1 Teddy,T1 Effort,0,2020.02.07,2020 LoL 챔피언스 코리아 스프링 정규 시즌,3일차 1경기 1세트
Hanwha Life Esports,베인,엘리스,라이즈,아펠리오스,라칸,HLE CuVee,HLE Haru,HLE Tempt,HLE Vsta,HLE Lehends,0,2020.02.07,2020 LoL 챔피언스 코리아 스프링 정규 시즌,3일차 1경기 2세트
T1,세트,그라가스,카시오페아,미스 포츈,노틸러스,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Effort,1,2020.02.07,2020 LoL 챔피언스 코리아 스프링 정규 시즌,3일차 1경기 2세트
Hanwha Life Esports,소라카,올라프,오른,아펠리오스,유미,HLE CuVee,HLE Haru,HLE Tempt,HLE Vsta,HLE Lehends,1,2020.02.07,2020 LoL 챔피언스 코리아 스프링 정규 시즌,3일차 1경기 3세트
T1,아트록스,그라가스,카시오페아,미스 포츈,쓰레쉬,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Effort,0,2020.02.07,2020 LoL 챔피언스 코리아 스프링 정규 시즌,3일차 1경기 3세트
DragonX,세트,그라가스,키아나,직스,탐 켄치,DRX Chovy,DRX Pyosik,DRX Quad,DRX Deft,DRX Keria,0,2020.02.07,2020 LoL 챔피언스 코리아 스프링 정규 시즌,3일차 2경기 1세트
kt Rolster,모데카이저,렉사이,르블랑,아펠리오스,블리츠크랭크,KT SoHwan,KT Bono,KT Kuro,KT Aiming,KT TusiN,1,2020.02.07,2020 LoL 챔피언스 코리아 스프링 정규 시즌,3일차 2경기 1세트
DragonX,퀸,리 신,카시오페아,아펠리오스,알리스타,DRX Chovy,DRX Pyosik,DRX Quad,DRX Deft,DRX Keria,1,2020.02.07,2020 LoL 챔피언스 코리아 스프링 정규 시즌,3일차 2경기 2세트
kt Rolster,레넥톤,엘리스,조이,미스 포츈,레오나,KT SoHwan,KT Bono,KT Kuro,KT Aiming,KT TusiN,0,2020.02.07,2020 LoL 챔피언스 코리아 스프링 정규 시즌,3일차 2경기 2세트
DragonX,아트록스,렉사이,카시오페아,아펠리오스,알리스타,DRX Chovy,DRX Pyosik,DRX Quad,DRX Deft,DRX Keria,1,2020.02.07,2020 LoL 챔피언스 코리아 스프링 정규 시즌,3일차 2경기 3세트
kt Rolster,카밀,자르반 4세,신드라,미스 포츈,레오나,KT SoHwan,KT Malrang,KT Kuro,KT Aiming,KT TusiN,0,2020.02.07,2020 LoL 챔피언스 코리아 스프링 정규 시즌,3일차 2경기 3세트
APK Prince,럼블,올라프,키아나,아펠리오스,쓰레쉬,APK ikssu,APK Flawless,APK Keine,APK HyBrid,APK Secret,0,2020.02.08,2020 LoL 챔피언스 코리아 스프링 정규 시즌,4일차 1경기 1세트
DAMWON Gaming,라이즈,자르반 4세,르블랑,자야,라칸,DWG Nuguri,DWG Canyon,DWG ShowMaker,DWG Nuclear,DWG BeryL,1,2020.02.08,2020 LoL 챔피언스 코리아 스프링 정규 시즌,4일차 1경기 1세트
APK Prince,모데카이저,엘리스,리산드라,미스 포츈,레오나,APK ikssu,APK Flawless,APK Keine,APK HyBrid,APK Secret,0,2020.02.08,2020 LoL 챔피언스 코리아 스프링 정규 시즌,4일차 1경기 2세트
DAMWON Gaming,아트록스,리 신,르블랑,아펠리오스,노틸러스,DWG Nuguri,DWG Canyon,DWG ShowMaker,DWG Nuclear,DWG BeryL,1,2020.02.08,2020 LoL 챔피언스 코리아 스프링 정규 시즌,4일차 1경기 2세트
Gen.G eSports,오른,자르반 4세,조이,칼리스타,타릭,Gen Rascal,Gen Clid,Gen BDD,Gen Ruler,Gen Kellin,1,2020.02.08,2020 LoL 챔피언스 코리아 스프링 정규 시즌,4일차 2경기 1세트
Griffin,아트록스,엘리스,루시안,아펠리오스,나미,GRF Sword,GRF Tarzan,GRF Naehyun,GRF Viper,GRF Irove,0,2020.02.08,2020 LoL 챔피언스 코리아 스프링 정규 시즌,4일차 2경기 1세트
Gen.G eSports,오른,렉사이,조이,아펠리오스,바드,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Kellin,1,2020.02.08,2020 LoL 챔피언스 코리아 스프링 정규 시즌,4일차 2경기 2세트
Griffin,세트,자르반 4세,신드라,미스 포츈,브라움,GRF Sword,GRF Tarzan,GRF Ucal,GRF Viper,GRF Irove,0,2020.02.08,2020 LoL 챔피언스 코리아 스프링 정규 시즌,4일차 2경기 2세트
DragonX,케넨,렉사이,빅토르,미스 포츈,노틸러스,DRX Doran,DRX Pyosik,DRX Chovy,DRX Deft,DRX Keria,0,2020.02.09,2020 LoL 챔피언스 코리아 스프링 정규 시즌,5일차 1경기 1세트
SANDBOX Gaming,아트록스,올라프,조이,아펠리오스,브라움,SB Summit,SB OnFleek,SB Dove,SB Leo,SB GorillA,1,2020.02.09,2020 LoL 챔피언스 코리아 스프링 정규 시즌,5일차 1경기 1세트
DragonX,케넨,리 신,노틸러스,미스 포츈,쓰레쉬,DRX Doran,DRX Pyosik,DRX Chovy,DRX Deft,DRX Keria,1,2020.02.09,2020 LoL 챔피언스 코리아 스프링 정규 시즌,5일차 1경기 2세트
SANDBOX Gaming,아트록스,렉사이,조이,아펠리오스,블리츠크랭크,SB Summit,SB OnFleek,SB Dove,SB Leo,SB GorillA,0,2020.02.09,2020 LoL 챔피언스 코리아 스프링 정규 시즌,5일차 1경기 2세트
DragonX,레넥톤,엘리스,키아나,아펠리오스,쓰레쉬,DRX Doran,DRX Pyosik,DRX Chovy,DRX Deft,DRX Keria,1,2020.02.09,2020 LoL 챔피언스 코리아 스프링 정규 시즌,5일차 1경기 3세트
SANDBOX Gaming,아트록스,올라프,조이,미스 포츈,노틸러스,SB Summit,SB OnFleek,SB Dove,SB Leo,SB GorillA,0,2020.02.09,2020 LoL 챔피언스 코리아 스프링 정규 시즌,5일차 1경기 3세트
Afreeca Freecs,케넨,엘리스,판테온,미스 포츈,노틸러스,AF Kiin,AF Spirit,AF Fly,AF Mystic,AF Jelly,0,2020.02.09,2020 LoL 챔피언스 코리아 스프링 정규 시즌,5일차 2경기 1세트
Hanwha Life Esports,오른,자르반 4세,럼블,아펠리오스,쓰레쉬,HLE CuVee,HLE Haru,HLE Tempt,HLE Vsta,HLE Lehends,1,2020.02.09,2020 LoL 챔피언스 코리아 스프링 정규 시즌,5일차 2경기 1세트
Afreeca Freecs,아트록스,엘리스,판테온,아펠리오스,노틸러스,AF Kiin,AF Spirit,AF Fly,AF Mystic,AF Jelly,1,2020.02.09,2020 LoL 챔피언스 코리아 스프링 정규 시즌,5일차 2경기 2세트
Hanwha Life Esports,모데카이저,리 신,럼블,미스 포츈,쓰레쉬,HLE CuVee,HLE Haru,HLE Tempt,HLE Vsta,HLE Lehends,0,2020.02.09,2020 LoL 챔피언스 코리아 스프링 정규 시즌,5일차 2경기 2세트
Afreeca Freecs,케넨,카서스,판테온,아펠리오스,노틸러스,AF Kiin,AF Spirit,AF Fly,AF Mystic,AF Jelly,1,2020.02.09,2020 LoL 챔피언스 코리아 스프링 정규 시즌,5일차 2경기 3세트
Hanwha Life Esports,퀸,엘리스,조이,자야,라칸,HLE CuVee,HLE Haru,HLE Tempt,HLE Vsta,HLE Lehends,0,2020.02.09,2020 LoL 챔피언스 코리아 스프링 정규 시즌,5일차 2경기 3세트
APK Prince,오른,렉사이,빅토르,아펠리오스,레오나,APK ikssu,APK Flawless,APK Keine,APK HyBrid,APK Secret,0,2020.02.12,2020 LoL 챔피언스 코리아 스프링 정규 시즌,6일차 1경기 1세트
Afreeca Freecs,갱플랭크,엘리스,오리아나,애쉬,럼블,AF Kiin,AF Spirit,AF Fly,AF Mystic,AF Jelly,1,2020.02.12,2020 LoL 챔피언스 코리아 스프링 정규 시즌,6일차 1경기 1세트
APK Prince,소라카,올라프,신드라,모르가나,파이크,APK ikssu,APK Flawless,APK Keine,APK Trigger,APK Mia,1,2020.02.12,2020 LoL 챔피언스 코리아 스프링 정규 시즌,6일차 1경기 2세트
Afreeca Freecs,빅토르,리 신,오리아나,아펠리오스,유미,AF Kiin,AF Spirit,AF Fly,AF SS,AF Jelly,0,2020.02.12,2020 LoL 챔피언스 코리아 스프링 정규 시즌,6일차 1경기 2세트
APK Prince,일라오이,리 신,아칼리,미스 포츈,노틸러스,APK ikssu,APK Flawless,APK Keine,APK HyBrid,APK Secret,0,2020.02.12,2020 LoL 챔피언스 코리아 스프링 정규 시즌,6일차 1경기 3세트
Afreeca Freecs,아트록스,엘리스,판테온,케이틀린,탐 켄치,AF Kiin,AF Dread,AF All IN,AF Mystic,AF Jelly,1,2020.02.12,2020 LoL 챔피언스 코리아 스프링 정규 시즌,6일차 1경기 3세트
Griffin,아트록스,그라가스,제이스,세나,브라움,GRF Sword,GRF Tarzan,GRF Ucal,GRF Viper,GRF Irove,0,2020.02.12,2020 LoL 챔피언스 코리아 스프링 정규 시즌,6일차 2경기 1세트
SANDBOX Gaming,케넨,올라프,조이,바루스,탐 켄치,SB Summit,SB OnFleek,SB Dove,SB Route,SB Joker,1,2020.02.12,2020 LoL 챔피언스 코리아 스프링 정규 시즌,6일차 2경기 1세트
Griffin,판테온,엘리스,바루스,아펠리오스,노틸러스,GRF Sword,GRF Tarzan,GRF Ucal,GRF Viper,GRF Irove,1,2020.02.12,2020 LoL 챔피언스 코리아 스프링 정규 시즌,6일차 2경기 2세트
SANDBOX Gaming,루시안,그라가스,조이,세나,탐 켄치,SB Summit,SB OnFleek,SB Dove,SB Route,SB Joker,0,2020.02.12,2020 LoL 챔피언스 코리아 스프링 정규 시즌,6일차 2경기 2세트
Griffin,아트록스,그라가스,키아나,미스 포츈,브라움,GRF Sword,GRF Tarzan,GRF Ucal,GRF Viper,GRF Irove,1,2020.02.12,2020 LoL 챔피언스 코리아 스프링 정규 시즌,6일차 2경기 3세트
SANDBOX Gaming,루시안,자크,다이애나,아펠리오스,탐 켄치,SB Summit,SB OnFleek,SB Dove,SB Route,SB Joker,0,2020.02.12,2020 LoL 챔피언스 코리아 스프링 정규 시즌,6일차 2경기 3세트
T1,세트,다이애나,신드라,아펠리오스,노틸러스,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Effort,1,2020.02.13,2020 LoL 챔피언스 코리아 스프링 정규 시즌,7일차 1경기 1세트
kt Rolster,아칼리,자르반 4세,카시오페아,미스 포츈,쓰레쉬,KT SoHwan,KT Bono,KT Kuro,KT Aiming,KT TusiN,0,2020.02.13,2020 LoL 챔피언스 코리아 스프링 정규 시즌,7일차 1경기 1세트
T1,오른,올라프,빅토르,자야,라칸,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Effort,1,2020.02.13,2020 LoL 챔피언스 코리아 스프링 정규 시즌,7일차 1경기 2세트
kt Rolster,아트록스,그라가스,조이,세나,탐 켄치,KT SoHwan,KT Malrang,KT Kuro,KT Aiming,KT TusiN,0,2020.02.13,2020 LoL 챔피언스 코리아 스프링 정규 시즌,7일차 1경기 2세트
DragonX,오른,올라프,조이,미스 포츈,파이크,DRX Doran,DRX Pyosik,DRX Chovy,DRX Deft,DRX Keria,1,2020.02.13,2020 LoL 챔피언스 코리아 스프링 정규 시즌,7일차 2경기 1세트
Hanwha Life Esports,트린다미어,리 신,카르마,소라카,쉔,HLE CuVee,HLE Haru,HLE Tempt,HLE Vsta,HLE Lehends,0,2020.02.13,2020 LoL 챔피언스 코리아 스프링 정규 시즌,7일차 2경기 1세트
DragonX,모데카이저,자르반 4세,노틸러스,이즈리얼,카르마,DRX Doran,DRX Pyosik,DRX Chovy,DRX Deft,DRX Keria,1,2020.02.13,2020 LoL 챔피언스 코리아 스프링 정규 시즌,7일차 2경기 2세트
Hanwha Life Esports,아트록스,다이애나,럼블,자야,라칸,HLE CuVee,HLE Haru,HLE Tempt,HLE Vsta,HLE Lehends,0,2020.02.13,2020 LoL 챔피언스 코리아 스프링 정규 시즌,7일차 2경기 2세트
DAMWON Gaming,나르,아이번,오리아나,아펠리오스,노틸러스,DWG Nuguri,DWG Canyon,DWG ShowMaker,DWG Nuclear,DWG Hoit,0,2020.02.14,2020 LoL 챔피언스 코리아 스프링 정규 시즌,8일차 1경기 1세트
