"LCK Summer: SKT vs. KT - KZ vs. GRF',","277730067',",,2018년 6월 26일,
"LCK Summer: SKT vs. JAG - bbq vs. KZ',","276940044',",,2018년 6월 24일,
"LCK Summer: KT vs. GEN - AFS vs. HLE',","276547976',",,2018년 6월 23일,
"LCK Summer: GRF vs. SKT - MVP vs. JAG',","276150049',",,2018년 6월 22일,
"LCK Summer: KZ vs. AFS - BBQ vs. KT',","275763423',",,2018년 6월 21일,
"LCK Summer: GRF vs. JAG - SKT vs. MVP - GEN vs. HLE',","275331600',",,2018년 6월 20일,
"LCK Summer: KT vs. KZ | AFs vs. bbq',","274973631',",,2018년 6월 19일,
"LCK Summer: MVP vs. GEN | JAG vs. HLE',","274232916',",,2018년 6월 17일,
"LCK Summer: AF vs. KT | bbq vs. GRF',","273850750',",,2018년 6월 16일,
"LCK Summer: JAG vs. KZ | GEN vs. SKT',","273469841',",,2018년 6월 15일,
"LCK Summer: KZ vs. GEN - AFS vs. SKT - KT vs. JAG',","273097339',",,2018년 6월 14일,
"LCK Summer: KZ vs. GEN - AFS vs. SKT - KT vs. JAG',","272677697',",,2018년 6월 13일,
"LCK Summer: bbq vs. MVP | GRF vs. HLE',","272323369',",,2018년 6월 12일,
"Finals | Mid-Season Invitational | Royal Never Give Up vs. KING-ZONE DragonX (2018)',","263433967',",,2018년 5월 20일,
"FW vs. KZ | Semifinals | Mid-Season Invitational | Flash Wolves vs. KING-ZONE DragonX (2018)',","263045418',",,2018년 5월 19일,
"RNG vs. FNC | Semifinals | Mid-Season Invitational | Royal Never Give Up vs. Fnatic (2018)',","262665255',",,2018년 5월 18일,
"Group Stage Day 5 | Mid-Season Invitational (2018)',","261589638',",,2018년 5월 15일,
"Group Stage Day 4 | Mid-Season Invitational (2018)',","261236127',",,2018년 5월 14일,
"Group Stage Day 3 | Mid-Season Invitational (2018)',","260878429',",,2018년 5월 13일,
"Mid-Season Invitational: Group Stage Day 2',","260486966',",,2018년 5월 12일,
"Group Stage Day 1 | Mid-Season Invitational (2018)',","260103781',",,2018년 5월 11일,
"FW vs. GMB | Play-In Knockout | Mid-Season Invitational | Flash Wolves vs. Gambit Esports (2018)',","259397378',",,2018년 5월 9일,
"EVS vs. SUP | Play-In Knockout | Mid-Season Invitational | EVOS Esports vs. BAUSuperMassive (2018)',","259032945',",,2018년 5월 8일,
"MSI Play-In Day 4',","258303133',",,2018년 5월 6일,
"MSI Play-In Day 3',","257920319',",,2018년 5월 5일,
"MSI Play-In Day 2',","257559969',",,2018년 5월 4일,
"MSI Play-In Groups Day 1',","257205765',",,2018년 5월 3일,
"LCK Summer Promotion: MVP vs. KDM',","253171973',",,2018년 4월 22일,
"LCK Summer Promotion: MVP vs. FIN',","252029410',",,2018년 4월 19일,
"LCK Summer Promotion: Day 1',","251272639',",,2018년 4월 17일,
"LCK Spring Finals: KZ vs. AFs',","250188762',",,2018년 4월 14일,
"LCK Spring Playoffs: AFs vs. KT',","247986496',",,2018년 4월 8일,
"LCK Spring Playoffs: KT vs. SKT',","246465955',",,2018년 4월 4일,
"LCK Spring Playoffs: SKT vs. KSV',","244954127',",,2018년 3월 31일,
"LCK Spring: KDM vs. SKT | KT vs. AFs',","242649376',",,2018년 3월 25일,
"LCK Spring: KSV vs. KZ | ROX vs. JAG',","242242346',",,2018년 3월 24일,
"LCK Spring: BBQ vs. KDM | SKT vs. MVP',","241501873',",,2018년 3월 22일,
"LCK Spring: KSV vs. ROX | KZ vs. JAG',","241130624',",,2018년 3월 21일,
"LCK Spring: MVP vs. KT | bbq vs. AFs',","240787254',",,2018년 3월 20일,
"LCK Spring: MVP vs. KT | bbq vs. AFs',","240771831',",,2018년 3월 20일,
"LCK Spring: MVP vs. KT | bbq vs. AFs',","240771732',",,2018년 3월 20일,
"LCK Spring: MVP vs. KT | bbq vs. AFs',","240771642',",,2018년 3월 20일,
"LCK Spring: MVP vs. KT | bbq vs. AFs',","240757920',",,2018년 3월 20일,
"LCK Spring: MVP vs. AFS | BBQ vs. KT',","240036473',",,2018년 3월 18일,
"LCK Spring: MVP vs. AFS | BBQ vs. KT',","239663404',",,2018년 3월 17일,
"LCK Spring: JAG vs. AFS | KZ vs. KT',","238953168',",,2018년 3월 15일,
"LCK Spring: MVP vs. KDM | SKT vs. bbq',","238607824',",,2018년 3월 14일,
"LCK Spring: ROX vs. KZ | KSV vs. JAG',","238262769',",,2018년 3월 13일,
"LCK Spring: AFs vs. KDM | KZ vs. bbq',","237556472',",,2018년 3월 11일,
"LCK Spring: MVP vs. JAG | KT vs. KSV',","237164666',",,2018년 3월 10일,
"LCK Spring: SKT vs. KT | AFS vs. ROX',","236454753',",,2018년 3월 8일,
"LCK Spring: JAG vs. KDM | bbq vs. KSV',","236104583',",,2018년 3월 7일,
"LCK Spring: SKT vs. KZ | ROX vs. MVP',","235761613',",,2018년 3월 6일,
"LCK Spring: KDM vs. KZ | ROX vs. bbq',","235063055',",,2018년 3월 4일,
"LCK Spring: KDM vs. KZ | ROX vs. bbq',","234672075',",,2018년 3월 3일,
"LCK Spring: AFS vs. SKT | KT vs. KDM',","233970035',",,2018년 3월 1일,
"LCK Spring: JAG vs. BBQ | KZ vs. MVP',","233634928',",,2018년 2월 28일,
"LCK Spring: AFs vs. KSV | KT vs. ROX',","233300993',",,2018년 2월 27일,
"LCK Spring: JAG vs. KT | MVP vs. bbq',","232649296',",,2018년 2월 25일,1경기 이후
"LCK Spring: JAG vs. KT | MVP vs. bbq',","232642641',",,2018년 2월 25일,1경기만있음
"LCK Spring: JAG vs. KT | MVP vs. bbq',","232642151',",,2018년 2월 25일,1경기 1분만있음
"LCK Spring: JAG vs. KT | MVP vs. bbq',","232642000',",,2018년 2월 25일,
"LCK Spring: JAG vs. KT | MVP vs. bbq',","232641790',",,2018년 2월 25일,
"LCK Spring: ROX vs. SKT | KZ vs. AFS',","232636990',",,2018년 2월 25일,
"LCK Spring: ROX vs. SKT | KZ vs. AFS',","232635087',",,2018년 2월 25일,
"LCK Spring: ROX vs. SKT | KZ vs. AFS',","232265816',",,2018년 2월 24일,
"LCK Spring: BBQ vs. KZ | KDM vs. KSV',","231574357',",,2018년 2월 22일,
"LCK Spring: AFS vs. JAG | MVP vs. ROX',","231248501',",,2018년 2월 21일,
"LCK Spring: SKT vs. KSV | KDM vs. KT',","230928829',",,2018년 2월 20일,
"LCK Spring: SKT vs. KSV | KDM vs. KT',","230928013',",,2018년 2월 20일,
"LCK Spring: SKT vs. KSV | KDM vs. KT',","227914023',",,2018년 2월 11일,
LCK Spring: JAG vs. KZ | bbq vs. MVP'],227548193'],,2018년 2월 10일,
